seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType
chr1	481803	481852	50	*	8	165	0.0484848484848485	36	161	0.22360248447205	4	CHG	1	1.37769605813184e-05	gain
chr1	843353	843402	50	*	35	156	0.224358974358974	115	174	0.660919540229885	4	CHG	1	4.36304639977881e-14	gain
chr1	847203	847252	50	*	83	113	0.734513274336283	61	118	0.516949152542373	3	CHG	-1	0.00140922573111688	loss
chr1	892653	892702	50	*	23	107	0.214953271028037	34	80	0.425	4	CHG	1	0.00379757270669355	gain
chr1	919703	919802	100	*	94	432	0.217592592592593	141	367	0.384196185286104	12	CHG	1	2.21166428824571e-06	gain
chr1	920003	920102	100	*	64	398	0.160804020100503	123	387	0.317829457364341	13	CHG	1	1.70642063564896e-06	gain
chr1	925403	925452	50	*	50	130	0.384615384615385	65	120	0.541666666666667	4	CHG	1	0.0180748650611739	gain
chr1	925653	925702	50	*	49	87	0.563218390804598	19	61	0.311475409836066	3	CHG	-1	0.00425605156065958	loss
chr1	1271903	1271952	50	*	23	148	0.155405405405405	56	171	0.327485380116959	4	CHG	1	0.000917175627185129	gain
chr1	1272703	1272752	50	*	73	163	0.447852760736196	39	143	0.272727272727273	3	CHG	-1	0.00323377866189206	loss
chr1	1273753	1273802	50	*	50	125	0.4	30	134	0.223880597014925	4	CHG	-1	0.00455612336883996	loss
chr1	1371753	1371802	50	*	135	357	0.378151260504202	20	237	0.0843881856540084	6	CHG	-1	2.10617698255784e-15	loss
chr1	1563903	1563952	50	*	41	199	0.206030150753769	4	176	0.0227272727272727	5	CHG	-1	1.10421000639459e-07	loss
chr1	1808053	1808102	50	*	36	197	0.182741116751269	68	198	0.343434343434343	5	CHG	1	0.000832650386119368	gain
chr1	1876053	1876102	50	*	70	175	0.4	12	123	0.0975609756097561	4	CHG	-1	3.39368814099407e-08	loss
chr1	1995803	1995852	50	*	63	156	0.403846153846154	7	88	0.0795454545454545	4	CHG	-1	1.92176230837504e-07	loss
chr1	2236603	2236652	50	*	64	182	0.351648351648352	22	140	0.157142857142857	4	CHG	-1	0.000230729697457374	loss
chr1	2239353	2239402	50	*	14	210	0.0666666666666667	50	191	0.261780104712042	4	CHG	1	7.12289187706209e-07	gain
chr1	2250753	2250802	50	*	34	170	0.2	6	146	0.0410958904109589	4	CHG	-1	5.24463096021573e-05	loss
chr1	2318753	2318802	50	*	50	103	0.485436893203884	88	132	0.666666666666667	3	CHG	1	0.00962764940284563	gain
chr1	2511703	2511752	50	*	60	140	0.428571428571429	62	99	0.626262626262626	3	CHG	1	0.00552882556930202	gain
chr1	2609653	2609702	50	*	6	275	0.0218181818181818	32	176	0.181818181818182	6	CHG	1	5.27226072666959e-08	gain
chr1	2696403	2696452	50	*	35	159	0.220125786163522	59	147	0.401360544217687	4	CHG	1	0.00152605923513232	gain
chr1	2698153	2698202	50	*	3	73	0.0410958904109589	11	54	0.203703703703704	6	CHG	1	0.00996441732859459	gain
chr1	2840253	2840302	50	*	19	217	0.0875576036866359	56	217	0.258064516129032	4	CHG	1	1.50832500636784e-05	gain
chr1	2896603	2896652	50	*	6	183	0.0327868852459016	34	114	0.298245614035088	4	CHG	1	1.45726703081067e-09	gain
chr1	2942753	2942802	50	*	34	162	0.209876543209877	58	138	0.420289855072464	4	CHG	1	0.000263585946871318	gain
chr1	2952303	2952352	50	*	62	133	0.466165413533835	72	114	0.631578947368421	4	CHG	1	0.0128775671191965	gain
chr1	3014003	3014052	50	*	65	208	0.3125	27	190	0.142105263157895	4	CHG	-1	0.000216158290882907	loss
chr1	3015903	3015952	50	*	3	131	0.0229007633587786	27	134	0.201492537313433	4	CHG	1	1.2490706898868e-05	gain
chr1	3025053	3025102	50	*	142	170	0.835294117647059	106	171	0.619883040935672	4	CHG	-1	3.89362973508364e-05	loss
chr1	3036853	3036902	50	*	91	183	0.497267759562842	116	161	0.720496894409938	4	CHG	1	8.92722195435443e-05	gain
chr1	3038103	3038152	50	*	140	156	0.897435897435897	68	95	0.715789473684211	5	CHG	-1	0.000948495653885144	loss
chr1	3044353	3044402	50	*	15	128	0.1171875	31	112	0.276785714285714	3	CHG	1	0.00435770928796935	gain
chr1	3049103	3049152	50	*	89	188	0.473404255319149	112	164	0.682926829268293	5	CHG	1	0.000267301312605182	gain
chr1	3051403	3051452	50	*	89	169	0.526627218934911	132	186	0.709677419354839	5	CHG	1	0.000961825799214335	gain
chr1	3052353	3052402	50	*	81	124	0.653225806451613	49	137	0.357664233576642	4	CHG	-1	1.05079998507124e-05	loss
chr1	3052553	3052602	50	*	144	207	0.695652173913043	104	220	0.472727272727273	6	CHG	-1	1.62902847003796e-05	loss
chr1	3053403	3053552	150	*	267	479	0.55741127348643	155	386	0.401554404145078	9	CHG	-1	2.52009663499459e-05	loss
chr1	3054453	3054502	50	*	26	139	0.18705035971223	45	123	0.365853658536585	4	CHG	1	0.00239553161198329	gain
chr1	3061453	3061502	50	*	80	125	0.64	68	148	0.459459459459459	3	CHG	-1	0.00511976904501989	loss
chr1	3079203	3079602	400	*	253	1019	0.248282630029441	410	896	0.457589285714286	28	CHG	1	6.48604952787859e-20	gain
chr1	3093353	3093402	50	*	59	164	0.359756097560976	72	110	0.654545454545455	5	CHG	1	1.10103076729377e-05	gain
chr1	3094453	3094502	50	*	59	197	0.299492385786802	20	161	0.124223602484472	5	CHG	-1	0.000190349073736789	loss
chr1	3107353	3107402	50	*	29	113	0.256637168141593	7	79	0.0886075949367089	4	CHG	-1	0.00623227003136846	loss
chr1	3107853	3107902	50	*	65	200	0.325	14	171	0.0818713450292398	4	CHG	-1	5.09601772401641e-08	loss
chr1	3110453	3110502	50	*	29	158	0.183544303797468	5	153	0.0326797385620915	4	CHG	-1	5.61284323310868e-05	loss
chr1	3112303	3112352	50	*	49	145	0.337931034482759	19	102	0.186274509803922	4	CHG	-1	0.0116046174018262	loss
chr1	3114453	3114502	50	*	1	147	0.00680272108843537	31	148	0.209459459459459	5	CHG	1	3.13054364605055e-08	gain
chr1	3125003	3125052	50	*	49	133	0.368421052631579	82	128	0.640625	4	CHG	1	5.06508662930376e-05	gain
chr1	3125653	3125702	50	*	58	138	0.420289855072464	25	96	0.260416666666667	4	CHG	-1	0.0150710799624475	loss
chr1	3133303	3133352	50	*	1	50	0.02	6	35	0.171428571428571	4	CHG	1	0.0199949663762218	gain
chr1	3154603	3154652	50	*	3	170	0.0176470588235294	28	165	0.16969696969697	4	CHG	1	3.80972728641095e-06	gain
chr1	3188753	3188802	50	*	60	166	0.36144578313253	19	147	0.129251700680272	4	CHG	-1	1.0003849461773e-05	loss
chr1	3203003	3203052	50	*	10	96	0.104166666666667	30	76	0.394736842105263	4	CHG	1	3.59067043156243e-05	gain
chr1	3206353	3206402	50	*	50	211	0.23696682464455	62	153	0.405228758169935	4	CHG	1	0.00159254249398058	gain
chr1	3242603	3242652	50	*	36	62	0.580645161290323	51	67	0.761194029850746	3	CHG	1	0.0391502003394605	gain
chr1	3260453	3260502	50	*	124	247	0.502024291497976	50	195	0.256410256410256	6	CHG	-1	1.16078578717593e-06	loss
chr1	3315403	3315452	50	*	31	113	0.274336283185841	11	127	0.0866141732283465	3	CHG	-1	0.000391809018403483	loss
chr1	3315703	3316052	350	*	428	959	0.446298227320125	240	815	0.294478527607362	27	CHG	-1	6.66877551400594e-10	loss
chr1	3317603	3317652	50	*	74	143	0.517482517482518	104	137	0.759124087591241	4	CHG	1	3.71438691022584e-05	gain
chr1	3317953	3318002	50	*	148	312	0.474358974358974	221	326	0.677914110429448	7	CHG	1	2.59059815044437e-07	gain
chr1	3318403	3318452	50	*	33	94	0.351063829787234	15	77	0.194805194805195	3	CHG	-1	0.0285622016276158	loss
chr1	3318853	3318902	50	*	72	100	0.72	38	70	0.542857142857143	3	CHG	-1	0.0243516093657365	loss
chr1	3320603	3320652	50	*	62	154	0.402597402597403	92	117	0.786324786324786	3	CHG	1	2.4262292962395e-09	gain
chr1	3322103	3322152	50	*	44	113	0.389380530973451	57	81	0.703703703703704	4	CHG	1	7.23572630210921e-05	gain
chr1	3347453	3347502	50	*	61	227	0.268722466960352	16	143	0.111888111888112	4	CHG	-1	0.000552108552863748	loss
chr1	3364403	3364452	50	*	16	70	0.228571428571429	5	74	0.0675675675675676	3	CHG	-1	0.0107965290420934	loss
chr1	3364803	3364852	50	*	16	137	0.116788321167883	48	130	0.369230769230769	4	CHG	1	7.59424517588993e-06	gain
chr1	3365553	3365602	50	*	37	121	0.305785123966942	74	125	0.592	3	CHG	1	2.86349796711684e-05	gain
chr1	3367603	3367652	50	*	22	209	0.105263157894737	48	172	0.27906976744186	4	CHG	1	5.99415993963667e-05	gain
chr1	3447253	3447302	50	*	62	124	0.5	60	92	0.652173913043478	3	CHG	1	0.0290338738997526	gain
chr1	3495653	3495702	50	*	102	202	0.504950495049505	59	186	0.317204301075269	5	CHG	-1	0.000499494664886486	loss
chr1	4219103	4219152	50	*	210	235	0.893617021276596	169	229	0.737991266375546	5	CHG	-1	5.16408751506093e-05	loss
chr1	4240653	4240702	50	*	41	201	0.203980099502488	85	224	0.379464285714286	4	CHG	1	0.0002294899637246	gain
chr1	4449953	4450002	50	*	69	144	0.479166666666667	87	135	0.644444444444444	4	CHG	1	0.00778490925653154	gain
chr1	4663053	4663102	50	*	47	169	0.27810650887574	12	105	0.114285714285714	4	CHG	-1	0.00246070870545967	loss
chr1	4772803	4772852	50	*	7	164	0.0426829268292683	33	117	0.282051282051282	4	CHG	1	1.43657661612563e-07	gain
chr1	4814553	4814602	50	*	13	313	0.0415335463258786	46	217	0.211981566820276	7	CHG	1	1.82598864885146e-08	gain
chr1	4916753	4916802	50	*	11	40	0.275	0	27	0	3	CHG	-1	0.00341752572480145	loss
chr1	4999503	4999552	50	*	2	119	0.0168067226890756	33	119	0.277310924369748	4	CHG	1	3.78500038793576e-08	gain
chr1	5049503	5049552	50	*	72	146	0.493150684931507	55	168	0.327380952380952	3	CHG	-1	0.00566713849974656	loss
chr1	5527503	5527552	50	*	27	136	0.198529411764706	41	95	0.431578947368421	3	CHG	1	0.000528326586675169	gain
chr1	5617853	5617902	50	*	45	64	0.703125	33	36	0.916666666666667	3	CHG	1	0.0155273848488794	gain
chr1	5670253	5670302	50	*	100	108	0.925925925925926	75	97	0.77319587628866	4	CHG	-1	0.00415121558912504	loss
chr1	5670403	5670452	50	*	149	178	0.837078651685393	69	107	0.644859813084112	6	CHG	-1	0.000681980500392747	loss
chr1	5855503	5855552	50	*	48	130	0.369230769230769	86	154	0.558441558441558	4	CHG	1	0.00316069038067743	gain
chr1	6276853	6276902	50	*	74	129	0.573643410852713	33	89	0.370786516853933	3	CHG	-1	0.00559803069242737	loss
chr1	6397953	6398002	50	*	69	175	0.394285714285714	98	171	0.573099415204678	4	CHG	1	0.00220948336818374	gain
chr1	6484253	6484302	50	*	4	107	0.0373831775700935	22	100	0.22	3	CHG	1	0.000246279011422661	gain
chr1	6505303	6505402	100	*	100	202	0.495049504950495	141	208	0.677884615384615	10	CHG	1	0.000496585705893187	gain
chr1	6553303	6553352	50	*	88	177	0.497175141242938	75	114	0.657894736842105	4	CHG	1	0.0101005575151493	gain
chr1	6971753	6971802	50	*	28	108	0.259259259259259	56	119	0.470588235294118	3	CHG	1	0.00258362073154286	gain
chr1	7017503	7017552	50	*	39	80	0.4875	62	84	0.738095238095238	3	CHG	1	0.00229742364620438	gain
chr1	7341303	7341352	50	*	12	52	0.230769230769231	18	40	0.45	4	CHG	1	0.0428439169910282	gain
chr1	7470503	7470552	50	*	52	127	0.409448818897638	12	80	0.15	5	CHG	-1	0.000262603095822567	loss
chr1	7576853	7576902	50	*	38	58	0.655172413793103	63	76	0.828947368421053	3	CHG	1	0.0280045358614093	gain
chr1	7595753	7595802	50	*	136	161	0.84472049689441	56	87	0.64367816091954	4	CHG	-1	0.000949685462025544	loss
chr1	7633303	7633352	50	*	64	231	0.277056277056277	9	201	0.0447761194029851	5	CHG	-1	3.90859109251284e-10	loss
chr1	7778753	7778802	50	*	23	114	0.201754385964912	4	94	0.0425531914893617	4	CHG	-1	0.00138014878786594	loss
chr1	8035153	8035202	50	*	352	385	0.914285714285714	229	315	0.726984126984127	6	CHG	-1	1.14053499238511e-09	loss
chr1	8041203	8041252	50	*	148	207	0.714975845410628	83	150	0.553333333333333	5	CHG	-1	0.00295640389228089	loss
chr1	8042903	8042952	50	*	81	129	0.627906976744186	33	81	0.407407407407407	4	CHG	-1	0.00422080744527818	loss
chr1	8043503	8043552	50	*	44	207	0.21256038647343	52	140	0.371428571428571	4	CHG	1	0.00254512185747737	gain
chr1	8051703	8051752	50	*	42	111	0.378378378378378	48	84	0.571428571428571	3	CHG	1	0.011347906348174	gain
chr1	8061553	8061602	50	*	96	127	0.755905511811024	43	78	0.551282051282051	3	CHG	-1	0.00499400560598137	loss
chr1	8063153	8063202	50	*	6	169	0.0355029585798817	34	158	0.215189873417722	4	CHG	1	2.4935369404258e-06	gain
chr1	8066603	8066652	50	*	76	206	0.368932038834951	71	133	0.533834586466165	6	CHG	1	0.00518869456678298	gain
chr1	8068603	8068652	50	*	26	122	0.213114754098361	40	104	0.384615384615385	3	CHG	1	0.00739926412727484	gain
chr1	8071553	8071602	50	*	60	178	0.337078651685393	31	166	0.186746987951807	4	CHG	-1	0.00349746072496485	loss
chr1	8075253	8075302	50	*	39	159	0.245283018867925	41	97	0.422680412371134	4	CHG	1	0.00529313644285576	gain
chr1	8128853	8128902	50	*	65	82	0.792682926829268	41	69	0.594202898550725	3	CHG	-1	0.0142887548992954	loss
chr1	8147953	8148002	50	*	70	189	0.37037037037037	74	136	0.544117647058823	4	CHG	1	0.00363118144724745	gain
chr1	8212053	8212102	50	*	67	122	0.549180327868853	48	133	0.360902255639098	3	CHG	-1	0.0054304279188175	loss
chr1	8305003	8305052	50	*	44	123	0.357723577235772	14	90	0.155555555555556	3	CHG	-1	0.00197006459722817	loss
chr1	8315253	8315302	50	*	143	211	0.677725118483412	133	156	0.852564102564103	4	CHG	1	0.000356223355634553	gain
chr1	8342353	8342402	50	*	75	187	0.401069518716578	73	130	0.561538461538462	4	CHG	1	0.00803732977311662	gain
chr1	8343903	8343952	50	*	33	100	0.33	43	87	0.494252873563218	3	CHG	1	0.0275114010266491	gain
chr1	8354353	8354402	50	*	4	166	0.0240963855421687	32	138	0.231884057971014	4	CHG	1	1.09393946002573e-07	gain
chr1	8358953	8359002	50	*	104	129	0.806201550387597	54	87	0.620689655172414	4	CHG	-1	0.00463082044097707	loss
chr1	8369803	8369852	50	*	73	177	0.412429378531073	76	122	0.622950819672131	5	CHG	1	0.000898152517699885	gain
chr1	8373603	8373652	50	*	78	200	0.39	87	156	0.557692307692308	6	CHG	1	0.00317862641809838	gain
chr1	8376253	8376302	50	*	48	150	0.32	14	114	0.12280701754386	4	CHG	-1	0.000522705500475152	loss
chr1	8430903	8430952	50	*	94	186	0.505376344086022	119	179	0.664804469273743	4	CHG	1	0.00348829002675924	gain
chr1	8439953	8440002	50	*	52	120	0.433333333333333	27	101	0.267326732673267	3	CHG	-1	0.013765409720292	loss
chr1	8458703	8458752	50	*	12	34	0.352941176470588	4	34	0.117647058823529	4	CHG	-1	0.0435043742623004	loss
chr1	8481803	8481852	50	*	39	116	0.336206896551724	18	152	0.118421052631579	4	CHG	-1	7.09554922102677e-05	loss
chr1	8504853	8504902	50	*	36	156	0.230769230769231	41	99	0.414141414141414	4	CHG	1	0.00353834945346389	gain
chr1	8540103	8540152	50	*	42	179	0.23463687150838	14	182	0.0769230769230769	4	CHG	-1	0.000115825615908807	loss
chr1	8547603	8547652	50	*	51	115	0.443478260869565	43	65	0.661538461538462	3	CHG	1	0.00739856719254955	gain
chr1	8582153	8582202	50	*	88	146	0.602739726027397	67	84	0.797619047619048	5	CHG	1	0.0033132166300147	gain
chr1	8582503	8582552	50	*	118	157	0.751592356687898	130	143	0.909090909090909	6	CHG	1	0.000378390355915592	gain
chr1	8599803	8599852	50	*	93	135	0.688888888888889	55	118	0.466101694915254	3	CHG	-1	0.000809616867329784	loss
chr1	8616803	8616852	50	*	83	136	0.610294117647059	32	74	0.432432432432432	6	CHG	-1	0.0166239102183035	loss
chr1	8717603	8717652	50	*	6	60	0.1	13	49	0.26530612244898	3	CHG	1	0.0408907001445553	gain
chr1	8733903	8733952	50	*	72	123	0.585365853658537	71	95	0.747368421052632	3	CHG	1	0.0168928066652326	gain
chr1	8734003	8734052	50	*	36	58	0.620689655172414	24	57	0.421052631578947	3	CHG	-1	0.041001936865718	loss
chr1	8738453	8738502	50	*	17	27	0.62962962962963	28	31	0.903225806451613	3	CHG	1	0.0266408192269114	gain
chr1	8785253	8785452	200	*	190	537	0.353817504655493	63	363	0.173553719008264	10	CHG	-1	2.20770219452104e-08	loss
chr1	8787853	8787902	50	*	122	141	0.865248226950355	76	107	0.710280373831776	3	CHG	-1	0.00553468847651271	loss
chr1	8788153	8788252	100	*	250	394	0.634517766497462	143	340	0.420588235294118	7	CHG	-1	6.54972944736143e-08	loss
chr1	8813053	8813102	50	*	13	38	0.342105263157895	5	39	0.128205128205128	3	CHG	-1	0.0344327237290143	loss
chr1	8816403	8816452	50	*	76	154	0.493506493506494	82	127	0.645669291338583	3	CHG	1	0.0137320300444171	gain
chr1	8840353	8840402	50	*	78	120	0.65	109	135	0.807407407407407	3	CHG	1	0.00893840073764856	gain
chr1	8843503	8843802	300	*	93	589	0.157894736842105	117	372	0.314516129032258	11	CHG	1	1.44807256074582e-07	gain
chr1	8854903	8854952	50	*	38	126	0.301587301587302	62	128	0.484375	6	CHG	1	0.00485535218356386	gain
chr1	9004253	9004302	50	*	161	239	0.673640167364017	82	160	0.5125	5	CHG	-1	0.00282795241281628	loss
chr1	9117403	9117452	50	*	44	105	0.419047619047619	38	65	0.584615384615385	3	CHG	1	0.0413538446295927	gain
chr1	9120003	9120052	50	*	6	121	0.0495867768595041	25	122	0.204918032786885	3	CHG	1	0.000858189080499623	gain
chr1	9125353	9125402	50	*	117	142	0.823943661971831	69	103	0.669902912621359	3	CHG	-1	0.00857696386643892	loss
chr1	9177453	9177502	50	*	89	113	0.787610619469027	40	67	0.597014925373134	3	CHG	-1	0.0121407439644584	loss
chr1	9224003	9224052	50	*	102	182	0.56043956043956	180	217	0.829493087557604	6	CHG	1	5.84120221559815e-08	gain
chr1	9232453	9232502	50	*	91	132	0.689393939393939	52	98	0.530612244897959	4	CHG	-1	0.0213559861704779	loss
chr1	9273153	9273202	50	*	13	117	0.111111111111111	38	111	0.342342342342342	4	CHG	1	9.76902779628893e-05	gain
chr1	9282353	9282402	50	*	2	140	0.0142857142857143	23	104	0.221153846153846	3	CHG	1	5.95785646453317e-07	gain
chr1	9288853	9288902	50	*	41	108	0.37962962962963	18	97	0.185567010309278	3	CHG	-1	0.00478732458223175	loss
chr1	9289453	9289502	50	*	37	77	0.480519480519481	60	86	0.697674418604651	7	CHG	1	0.0085937430452124	gain
chr1	9295003	9295052	50	*	1	89	0.0112359550561798	9	45	0.2	4	CHG	1	0.000548344459022725	gain
chr1	9300553	9300602	50	*	86	110	0.781818181818182	47	98	0.479591836734694	4	CHG	-1	2.73139067573811e-05	loss
chr1	9324803	9324852	50	*	31	113	0.274336283185841	42	94	0.446808510638298	4	CHG	1	0.0151404297666449	gain
chr1	9361103	9361152	50	*	8	138	0.0579710144927536	31	143	0.216783216783217	3	CHG	1	0.000304221620199714	gain
chr1	9412953	9413002	50	*	98	156	0.628205128205128	57	152	0.375	4	CHG	-1	5.04097087169493e-05	loss
chr1	9445903	9445952	50	*	166	175	0.948571428571429	147	192	0.765625	4	CHG	-1	3.13043327585739e-06	loss
chr1	9451703	9451902	200	*	173	472	0.366525423728814	74	437	0.169336384439359	11	CHG	-1	3.62824174635608e-10	loss
chr1	9537553	9537602	50	*	26	105	0.247619047619048	7	95	0.0736842105263158	4	CHG	-1	0.00192530697223378	loss
chr1	9602603	9602652	50	*	27	130	0.207692307692308	5	106	0.0471698113207547	4	CHG	-1	0.000595692682031397	loss
chr1	9635653	9635702	50	*	46	84	0.547619047619048	28	33	0.848484848484849	4	CHG	1	0.00414174873966635	gain
chr1	9660403	9660452	50	*	49	107	0.457943925233645	59	94	0.627659574468085	3	CHG	1	0.0250302422069086	gain
chr1	9693503	9693552	50	*	34	99	0.343434343434343	54	107	0.504672897196262	3	CHG	1	0.0259860660543198	gain
chr1	9750853	9750902	50	*	92	156	0.58974358974359	52	135	0.385185185185185	4	CHG	-1	0.00129385215792943	loss
chr1	9760953	9761002	50	*	35	149	0.23489932885906	48	120	0.4	4	CHG	1	0.00713533724136519	gain
chr1	9826103	9826252	150	*	42	370	0.113513513513514	108	285	0.378947368421053	9	CHG	1	5.34669494858926e-14	gain
chr1	9827053	9827102	50	*	48	110	0.436363636363636	64	105	0.60952380952381	3	CHG	1	0.016204791938278	gain
chr1	9850453	9850502	50	*	85	95	0.894736842105263	53	72	0.736111111111111	4	CHG	-1	0.0146361957160775	loss
chr1	9885403	9885452	50	*	17	85	0.2	4	82	0.0487804878048781	3	CHG	-1	0.00615554809355746	loss
chr1	9924003	9924052	50	*	21	117	0.179487179487179	30	84	0.357142857142857	4	CHG	1	0.00725155464384097	gain
chr1	9945303	9945552	250	*	591	717	0.824267782426778	456	703	0.648648648648649	17	CHG	-1	1.35243965735837e-12	loss
chr1	9950953	9951002	50	*	46	155	0.296774193548387	18	157	0.114649681528662	4	CHG	-1	0.000215437781595554	loss
chr1	9968103	9968152	50	*	93	125	0.744	94	105	0.895238095238095	3	CHG	1	0.00552959609421074	gain
chr1	10018203	10018252	50	*	22	122	0.180327868852459	29	85	0.341176470588235	3	CHG	1	0.0157067555740413	gain
chr1	10024403	10024452	50	*	173	199	0.869346733668342	120	179	0.670391061452514	4	CHG	-1	1.78978791681455e-05	loss
chr1	10027403	10027452	50	*	4	48	0.0833333333333333	11	38	0.289473684210526	3	CHG	1	0.0224500329367404	gain
chr1	10041853	10041902	50	*	110	209	0.526315789473684	126	181	0.696132596685083	6	CHG	1	0.00167010566347389	gain
chr1	10112453	10112502	50	*	100	101	0.99009900990099	82	100	0.82	4	CHG	-1	6.1951856154281e-05	loss
chr1	10113403	10113452	50	*	68	99	0.686868686868687	71	83	0.855421686746988	5	CHG	1	0.0109016606085334	gain
chr1	10113853	10114052	200	*	191	467	0.408993576017131	208	353	0.589235127478754	18	CHG	1	2.19663132997847e-06	gain
chr1	10115103	10115152	50	*	105	174	0.603448275862069	33	139	0.237410071942446	9	CHG	-1	1.26619778375951e-09	loss
chr1	10136853	10136952	100	*	118	313	0.376996805111821	110	188	0.585106382978723	10	CHG	1	3.20404228501612e-05	gain
chr1	10138953	10139152	200	*	92	307	0.299674267100977	193	329	0.586626139817629	13	CHG	1	6.99998541927042e-12	gain
chr1	10145303	10145352	50	*	68	79	0.860759493670886	32	50	0.64	4	CHG	-1	0.00669746262443162	loss
chr1	10159053	10159102	50	*	48	89	0.539325842696629	31	42	0.738095238095238	3	CHG	1	0.0369119529136817	gain
chr1	10179953	10180002	50	*	17	104	0.163461538461538	1	78	0.0128205128205128	4	CHG	-1	0.00131168719992211	loss
chr1	10266003	10266052	50	*	13	68	0.191176470588235	23	49	0.469387755102041	4	CHG	1	0.00346936544832119	gain
chr1	10340703	10340752	50	*	59	161	0.366459627329193	32	150	0.213333333333333	4	CHG	-1	0.00580956347933306	loss
chr1	10347353	10347402	50	*	98	137	0.715328467153285	117	133	0.879699248120301	3	CHG	1	0.0016587349004704	gain
chr1	10350953	10351002	50	*	216	280	0.771428571428571	119	196	0.607142857142857	7	CHG	-1	0.000392950937620695	loss
chr1	10371853	10371902	50	*	13	68	0.191176470588235	30	60	0.5	3	CHG	1	0.000741495872426246	gain
chr1	10425403	10425452	50	*	10	125	0.08	37	79	0.468354430379747	5	CHG	1	3.74936236256411e-09	gain
chr1	10426503	10426702	200	*	345	677	0.5096011816839	245	720	0.340277777777778	18	CHG	-1	2.11898911560554e-09	loss
chr1	10493053	10493102	50	*	67	122	0.549180327868853	41	132	0.310606060606061	3	CHG	-1	0.000363167342617411	loss
chr1	10517603	10517652	50	*	30	64	0.46875	9	43	0.209302325581395	3	CHG	-1	0.00997269719778878	loss
chr1	10517753	10517802	50	*	76	250	0.304	21	142	0.147887323943662	5	CHG	-1	0.00124108605411077	loss
chr1	10522753	10522802	50	*	16	187	0.0855614973262032	31	105	0.295238095238095	4	CHG	1	3.5082475985977e-05	gain
chr1	10523153	10523202	50	*	12	125	0.096	29	106	0.273584905660377	3	CHG	1	0.00106833076984338	gain
chr1	10529453	10529552	100	*	66	357	0.184873949579832	114	270	0.422222222222222	8	CHG	1	1.43909517996805e-09	gain
chr1	10676753	10676802	50	*	35	108	0.324074074074074	79	151	0.52317880794702	3	CHG	1	0.00269536157933206	gain
chr1	10810103	10810152	50	*	61	70	0.871428571428571	35	54	0.648148148148148	3	CHG	-1	0.00644962058455609	loss
chr1	10835603	10835652	50	*	2	47	0.0425531914893617	9	45	0.2	4	CHG	1	0.0272762491757716	gain
chr1	10854603	10854652	50	*	56	128	0.4375	60	96	0.625	3	CHG	1	0.00899488344183711	gain
chr1	10909303	10909352	50	*	76	185	0.410810810810811	97	162	0.598765432098765	5	CHG	1	0.00117707653458789	gain
chr1	10943453	10943502	50	*	7	94	0.074468085106383	20	71	0.28169014084507	4	CHG	1	0.0011013534326459	gain
chr1	10944353	10944402	50	*	5	66	0.0757575757575758	16	62	0.258064516129032	4	CHG	1	0.00998052551894369	gain
chr1	10945053	10945102	50	*	54	147	0.36734693877551	49	90	0.544444444444444	5	CHG	1	0.0124924422442003	gain
