seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType
chr1	778603	778652	50	*	55	159	0.345911949685535	160	186	0.860215053763441	6	CG	1	1.28109084030811e-21	gain
chr1	785203	785252	50	*	10	52	0.192307692307692	24	57	0.421052631578947	4	CG	1	0.0141062077761457	gain
chr1	803803	803852	50	*	64	173	0.369942196531792	83	140	0.592857142857143	6	CG	1	0.000201740269798012	gain
chr1	805253	805302	50	*	19	99	0.191919191919192	0	88	0	4	CG	-1	7.94623371073238e-06	loss
chr1	830353	830402	50	*	15	84	0.178571428571429	28	70	0.4	6	CG	1	0.00451169581798341	gain
chr1	833403	833452	50	*	93	139	0.669064748201439	41	108	0.37962962962963	4	CG	-1	1.82974254739405e-05	loss
chr1	847053	847102	50	*	130	179	0.726256983240223	87	175	0.497142857142857	4	CG	-1	3.06421158578548e-05	loss
chr1	855853	855952	100	*	247	651	0.379416282642089	251	1201	0.208992506244796	10	CG	-1	1.78153218289242e-13	loss
chr1	857503	857552	50	*	143	172	0.831395348837209	100	149	0.671140939597315	4	CG	-1	0.00151163344438786	loss
chr1	859503	859552	50	*	83	176	0.471590909090909	92	145	0.63448275862069	4	CG	1	0.0057720938502079	gain
chr1	869153	869202	50	*	96	123	0.780487804878049	89	160	0.55625	4	CG	-1	0.000175813815721676	loss
chr1	872653	872702	50	*	42	141	0.297872340425532	50	102	0.490196078431373	6	CG	1	0.00394622868880991	gain
chr1	878803	878852	50	*	26	116	0.224137931034483	12	174	0.0689655172413793	4	CG	-1	0.000302842701706156	loss
chr1	882603	882652	50	*	146	155	0.941935483870968	92	131	0.702290076335878	4	CG	-1	2.94793547717823e-07	loss
chr1	888153	888202	50	*	94	103	0.912621359223301	48	63	0.761904761904762	4	CG	-1	0.0125277546155266	loss
chr1	911203	911252	50	*	83	94	0.882978723404255	74	107	0.691588785046729	4	CG	-1	0.00158770893250704	loss
chr1	945553	945602	50	*	136	143	0.951048951048951	140	181	0.773480662983425	4	CG	-1	1.68484237756649e-05	loss
chr1	946603	946652	50	*	51	70	0.728571428571429	74	79	0.936708860759494	4	CG	1	0.00100678812683133	gain
chr1	952203	952352	150	*	116	282	0.411347517730496	174	258	0.674418604651163	10	CG	1	9.86188995216574e-09	gain
chr1	969503	969552	50	*	57	157	0.363057324840764	107	164	0.652439024390244	4	CG	1	1.05114885464246e-06	gain
chr1	975003	975052	50	*	70	141	0.49645390070922	28	105	0.266666666666667	4	CG	-1	0.000583777900144254	loss
chr1	989503	989552	50	*	110	119	0.92436974789916	99	131	0.755725190839695	4	CG	-1	0.000499603889442168	loss
chr1	994353	994402	50	*	29	112	0.258928571428571	45	94	0.478723404255319	4	CG	1	0.00184132736303675	gain
chr1	995103	995152	50	*	74	85	0.870588235294118	54	83	0.650602409638554	4	CG	-1	0.00146246684488482	loss
chr1	1002903	1002952	50	*	87	108	0.805555555555556	72	119	0.605042016806723	4	CG	-1	0.00185637360827129	loss
chr1	1012253	1012302	50	*	59	137	0.430656934306569	48	182	0.263736263736264	4	CG	-1	0.00342447831579634	loss
chr1	1037853	1037902	50	*	93	134	0.694029850746269	75	163	0.460122699386503	4	CG	-1	0.000126676391421275	loss
chr1	1039253	1039302	50	*	98	159	0.616352201257862	154	175	0.88	4	CG	1	1.4162917642831e-07	gain
chr1	1044703	1044752	50	*	47	172	0.273255813953488	98	184	0.532608695652174	6	CG	1	2.42709156329177e-06	gain
chr1	1045853	1045902	50	*	21	173	0.121387283236994	58	155	0.374193548387097	4	CG	1	4.04505336878828e-07	gain
chr1	1061503	1061552	50	*	0	56	0	10	60	0.166666666666667	4	CG	1	0.00189386006511904	gain
chr1	1089203	1089252	50	*	45	82	0.548780487804878	25	67	0.373134328358209	4	CG	-1	0.047380416712334	loss
chr1	1120603	1120652	50	*	93	137	0.678832116788321	59	131	0.450381679389313	6	CG	-1	0.000365031810644078	loss
chr1	1133953	1134002	50	*	100	157	0.636942675159236	34	194	0.175257731958763	4	CG	-1	2.00659844500668e-17	loss
chr1	1146003	1146052	50	*	35	139	0.251798561151079	96	153	0.627450980392157	4	CG	1	1.28260783643188e-09	gain
chr1	1165103	1165152	50	*	63	100	0.63	34	84	0.404761904761905	5	CG	-1	0.00380270228020403	loss
chr1	1166353	1166402	50	*	17	132	0.128787878787879	33	117	0.282051282051282	4	CG	1	0.00495412125433333	gain
chr1	1183453	1183502	50	*	8	77	0.103896103896104	22	80	0.275	4	CG	1	0.00913326869578162	gain
chr1	1191603	1191652	50	*	84	85	0.988235294117647	82	121	0.677685950413223	4	CG	-1	1.06127445682519e-08	loss
chr1	1261553	1261602	50	*	38	61	0.622950819672131	24	88	0.272727272727273	4	CG	-1	5.62211020819564e-05	loss
chr1	1261853	1261902	50	*	109	115	0.947826086956522	64	121	0.528925619834711	4	CG	-1	8.84980469873904e-13	loss
chr1	1316703	1316752	50	*	100	141	0.709219858156028	79	160	0.49375	4	CG	-1	0.000297650983839115	loss
chr1	1331903	1331952	50	*	103	139	0.741007194244604	164	176	0.931818181818182	4	CG	1	9.79347078926423e-06	gain
chr1	1333003	1333052	50	*	233	279	0.835125448028674	298	302	0.986754966887417	6	CG	1	1.07459028461052e-10	gain
chr1	1343503	1343552	50	*	94	180	0.522222222222222	52	184	0.282608695652174	4	CG	-1	1.16542928613194e-05	loss
chr1	1345853	1345902	50	*	53	120	0.441666666666667	68	110	0.618181818181818	4	CG	1	0.00951480233338341	gain
chr1	1364553	1364602	50	*	33	98	0.336734693877551	57	112	0.508928571428571	4	CG	1	0.0136487208937835	gain
chr1	1371353	1371402	50	*	95	153	0.620915032679739	100	120	0.833333333333333	4	CG	1	0.000259425044566369	gain
chr1	1395553	1395602	50	*	128	164	0.780487804878049	153	163	0.938650306748466	4	CG	1	0.000103213371410919	gain
chr1	1399003	1399102	100	*	60	324	0.185185185185185	133	312	0.426282051282051	9	CG	1	4.40178783748635e-10	gain
chr1	1419653	1419702	50	*	93	124	0.75	153	170	0.9	4	CG	1	0.00110984615516218	gain
chr1	1420803	1420852	50	*	217	277	0.783393501805054	166	355	0.467605633802817	8	CG	-1	1.37628100300567e-14	loss
chr1	1422353	1422402	50	*	38	130	0.292307692307692	9	140	0.0642857142857143	4	CG	-1	2.63105424922216e-06	loss
chr1	1451603	1451652	50	*	21	157	0.133757961783439	57	182	0.313186813186813	4	CG	1	0.000182809233477103	gain
chr1	1457603	1457652	50	*	56	114	0.491228070175439	98	141	0.695035460992908	4	CG	1	0.00175144847348751	gain
chr1	1496653	1496702	50	*	74	120	0.616666666666667	47	107	0.439252336448598	6	CG	-1	0.00917140947059292	loss
chr1	1497953	1498002	50	*	40	111	0.36036036036036	66	86	0.767441860465116	4	CG	1	7.73885171338188e-08	gain
chr1	1503753	1503802	50	*	4	126	0.0317460317460317	33	181	0.18232044198895	4	CG	1	6.78799280333579e-05	gain
chr1	1510153	1510202	50	*	141	359	0.392757660167131	218	353	0.617563739376771	12	CG	1	1.48697811078739e-08	gain
chr1	1511203	1511452	250	*	231	296	0.780405405405405	299	308	0.970779220779221	10	CG	1	2.35911969663466e-12	gain
chr1	1511853	1511902	50	*	28	170	0.164705882352941	2	223	0.00896860986547085	4	CG	-1	2.07337067949027e-08	loss
chr1	1512103	1512152	50	*	170	294	0.578231292517007	262	317	0.826498422712934	8	CG	1	2.02349795368116e-10	gain
chr1	1515003	1515052	50	*	45	104	0.432692307692308	64	93	0.688172043010753	4	CG	1	0.000569185164586058	gain
chr1	1521053	1521102	50	*	75	130	0.576923076923077	61	147	0.414965986394558	4	CG	-1	0.00929838231322676	loss
chr1	1522653	1522702	50	*	33	153	0.215686274509804	2	199	0.0100502512562814	4	CG	-1	3.79483617492988e-10	loss
chr1	1528103	1528152	50	*	20	209	0.0956937799043062	76	182	0.417582417582418	4	CG	1	2.61893612567345e-12	gain
chr1	1533303	1533352	50	*	94	177	0.531073446327684	61	174	0.350574712643678	6	CG	-1	0.00123902291918172	loss
chr1	1540803	1540852	50	*	0	168	0	27	160	0.16875	4	CG	1	9.38244379018232e-09	gain
chr1	1546403	1546452	50	*	247	336	0.735119047619048	156	275	0.567272727272727	10	CG	-1	4.18275688826999e-05	loss
chr1	1551503	1551552	50	*	49	95	0.515789473684211	30	85	0.352941176470588	4	CG	-1	0.03560955038042	loss
chr1	1555803	1555852	50	*	71	93	0.763440860215054	72	76	0.947368421052632	4	CG	1	0.00149214815998323	gain
chr1	1558553	1558602	50	*	44	137	0.321167883211679	76	153	0.496732026143791	4	CG	1	0.00362649244834934	gain
chr1	1572903	1572952	50	*	15	80	0.1875	1	99	0.0101010101010101	4	CG	-1	6.0119986445187e-05	loss
chr1	1573203	1573252	50	*	50	113	0.442477876106195	34	144	0.236111111111111	4	CG	-1	0.000803925954030364	loss
chr1	1578653	1578702	50	*	122	146	0.835616438356164	120	176	0.681818181818182	4	CG	-1	0.00241133048585337	loss
chr1	1612853	1612902	50	*	125	132	0.946969696969697	134	181	0.740331491712707	4	CG	-1	2.60066242682026e-06	loss
chr1	1639503	1639552	50	*	53	121	0.43801652892562	15	93	0.161290322580645	4	CG	-1	3.80696050316018e-05	loss
chr1	1643753	1643802	50	*	94	130	0.723076923076923	133	144	0.923611111111111	4	CG	1	2.84461211418058e-05	gain
chr1	1645503	1645552	50	*	69	102	0.676470588235294	52	105	0.495238095238095	4	CG	-1	0.0121014812300532	loss
chr1	1650053	1650102	50	*	54	107	0.504672897196262	72	100	0.72	4	CG	1	0.00234884678973759	gain
chr1	1671753	1671802	50	*	116	170	0.682352941176471	78	154	0.506493506493506	4	CG	-1	0.00203874999240547	loss
chr1	1672753	1672802	50	*	40	114	0.350877192982456	91	116	0.78448275862069	4	CG	1	3.83553740873004e-10	gain
chr1	1696153	1696202	50	*	138	152	0.907894736842105	125	182	0.686813186813187	4	CG	-1	1.96773263330576e-06	loss
chr1	1704753	1704802	50	*	28	131	0.213740458015267	3	117	0.0256410256410256	4	CG	-1	1.16804468956284e-05	loss
chr1	1712703	1712752	50	*	101	173	0.583815028901734	32	155	0.206451612903226	6	CG	-1	4.74585786737621e-11	loss
chr1	1722003	1722052	50	*	80	103	0.776699029126214	123	124	0.991935483870968	4	CG	1	2.26899949394406e-07	gain
chr1	1731953	1732102	150	*	161	275	0.585454545454545	127	315	0.403174603174603	10	CG	-1	3.05668184432201e-05	loss
chr1	1758303	1758352	50	*	26	106	0.245283018867925	23	54	0.425925925925926	4	CG	1	0.0294974207382386	gain
chr1	1775403	1775452	50	*	58	102	0.568627450980392	38	106	0.358490566037736	4	CG	-1	0.00425080693385979	loss
chr1	1786703	1786752	50	*	73	147	0.496598639455782	90	133	0.676691729323308	4	CG	1	0.00322154845245386	gain
chr1	1798153	1798202	50	*	109	263	0.414448669201521	161	281	0.572953736654804	8	CG	1	0.000398601480558405	gain
chr1	1807403	1807452	50	*	22	76	0.289473684210526	50	111	0.45045045045045	4	CG	1	0.0327805222068396	gain
chr1	1825453	1825502	50	*	69	103	0.669902912621359	66	79	0.835443037974684	6	CG	1	0.0172929187519996	gain
chr1	1828103	1828152	50	*	66	100	0.66	57	69	0.826086956521739	4	CG	1	0.022871552358008	gain
chr1	1834503	1834552	50	*	87	117	0.743589743589744	85	146	0.582191780821918	4	CG	-1	0.00750332114533535	loss
chr1	1841903	1841952	50	*	63	113	0.557522123893805	46	125	0.368	4	CG	-1	0.00507863121949621	loss
chr1	1842203	1842252	50	*	131	177	0.740112994350282	65	120	0.541666666666667	8	CG	-1	0.000747885626598928	loss
chr1	1863953	1864002	50	*	38	107	0.355140186915888	8	78	0.102564102564103	4	CG	-1	0.000136853098149754	loss
chr1	1875003	1875052	50	*	90	104	0.865384615384615	57	97	0.587628865979381	3	CG	-1	3.24597506145457e-05	loss
chr1	1875253	1875302	50	*	78	104	0.75	112	118	0.949152542372881	4	CG	1	7.29624299459549e-05	gain
chr1	1879753	1879802	50	*	24	62	0.387096774193548	38	52	0.730769230769231	4	CG	1	0.000525754618228267	gain
chr1	1961603	1961652	50	*	65	193	0.336787564766839	26	153	0.169934640522876	6	CG	-1	0.000840680839287873	loss
chr1	1962053	1962102	50	*	126	138	0.91304347826087	115	151	0.76158940397351	4	CG	-1	0.00113593949030315	loss
chr1	1990603	1990652	50	*	34	67	0.507462686567164	16	57	0.280701754385965	4	CG	-1	0.0176069248417825	loss
chr1	2001103	2001152	50	*	66	123	0.536585365853659	61	160	0.38125	4	CG	-1	0.0124491097836159	loss
chr1	2006053	2006152	100	*	157	227	0.691629955947137	223	263	0.847908745247148	8	CG	1	0.000110487817987003	gain
chr1	2019103	2019152	50	*	47	97	0.484536082474227	19	88	0.215909090909091	3	CG	-1	0.000357443673970516	loss
chr1	2046803	2046852	50	*	143	277	0.516245487364621	71	216	0.328703703703704	8	CG	-1	8.07890850675415e-05	loss
chr1	2048753	2048802	50	*	56	103	0.543689320388349	101	128	0.7890625	4	CG	1	0.000216254515501928	gain
chr1	2066053	2066102	50	*	94	126	0.746031746031746	138	153	0.901960784313726	6	CG	1	0.00100885674362559	gain
chr1	2106803	2106852	50	*	102	107	0.953271028037383	65	84	0.773809523809524	4	CG	-1	0.000480138377635108	loss
chr1	2120953	2121002	50	*	27	166	0.162650602409639	61	169	0.36094674556213	4	CG	1	8.58965819864168e-05	gain
chr1	2126403	2126452	50	*	45	99	0.454545454545455	24	87	0.275862068965517	4	CG	-1	0.0159826705413982	loss
chr1	2137903	2137952	50	*	16	121	0.132231404958678	89	180	0.494444444444444	3	CG	1	3.69669074336009e-10	gain
chr1	2138303	2138352	50	*	144	188	0.765957446808511	171	178	0.960674157303371	6	CG	1	2.10237178609801e-07	gain
chr1	2138803	2138852	50	*	34	122	0.278688524590164	19	175	0.108571428571429	4	CG	-1	0.00036509731814995	loss
chr1	2143953	2144002	50	*	0	64	0	16	63	0.253968253968254	3	CG	1	1.33178963510006e-05	gain
chr1	2156603	2156652	50	*	18	111	0.162162162162162	33	105	0.314285714285714	4	CG	1	0.0113983528686936	gain
chr1	2157753	2157802	50	*	199	302	0.658940397350993	176	349	0.504297994269341	8	CG	-1	0.000144353164935736	loss
chr1	2197303	2197352	50	*	169	363	0.465564738292011	263	418	0.629186602870813	10	CG	1	1.53425848403745e-05	gain
chr1	2208053	2208102	50	*	160	215	0.744186046511628	133	236	0.563559322033898	6	CG	-1	0.000148836717511227	loss
chr1	2249653	2249702	50	*	85	123	0.691056910569106	117	136	0.860294117647059	6	CG	1	0.00203757297122807	gain
chr1	2282203	2282252	50	*	168	195	0.861538461538462	134	211	0.635071090047393	6	CG	-1	6.21768951593185e-07	loss
chr1	2283553	2283602	50	*	43	85	0.505882352941176	87	128	0.6796875	4	CG	1	0.0156644956628125	gain
chr1	2332503	2332552	50	*	124	148	0.837837837837838	117	198	0.590909090909091	4	CG	-1	2.19862074978563e-06	loss
chr1	2332953	2333002	50	*	42	156	0.269230769230769	87	158	0.550632911392405	4	CG	1	1.63270534417811e-06	gain
chr1	2346553	2346602	50	*	84	221	0.380090497737557	83	119	0.697478991596639	6	CG	1	1.24030022432156e-07	gain
chr1	2386753	2386802	50	*	1	75	0.0133333333333333	11	53	0.207547169811321	4	CG	1	0.000433285022382802	gain
chr1	2391103	2391152	50	*	63	182	0.346153846153846	21	141	0.148936170212766	4	CG	-1	0.000133717603560781	loss
chr1	2397353	2397402	50	*	57	93	0.612903225806452	89	114	0.780701754385965	4	CG	1	0.0106323266834992	gain
chr1	2429453	2429502	50	*	65	110	0.590909090909091	121	147	0.82312925170068	4	CG	1	0.000137022922859735	gain
chr1	2439353	2439402	50	*	109	119	0.915966386554622	93	128	0.7265625	3	CG	-1	0.000226981843655698	loss
chr1	2449403	2449452	50	*	90	158	0.569620253164557	89	121	0.735537190082645	4	CG	1	0.00648687753926925	gain
chr1	2454903	2454952	50	*	115	152	0.756578947368421	66	141	0.468085106382979	4	CG	-1	1.57913110860526e-06	loss
chr1	2489003	2489052	50	*	58	117	0.495726495726496	82	126	0.650793650793651	4	CG	1	0.020191525878947	gain
chr1	2512553	2512602	50	*	103	126	0.817460317460317	50	103	0.485436893203884	4	CG	-1	6.05240921048444e-07	loss
chr1	2518403	2518452	50	*	67	127	0.52755905511811	36	125	0.288	4	CG	-1	0.00022962410036723	loss
chr1	2519003	2519052	50	*	116	131	0.885496183206107	92	128	0.71875	4	CG	-1	0.00135730042272833	loss
chr1	2530403	2530452	50	*	49	109	0.44954128440367	66	99	0.666666666666667	3	CG	1	0.00277086990003267	gain
chr1	2557003	2557052	50	*	84	133	0.631578947368421	141	180	0.783333333333333	4	CG	1	0.00439605890373644	gain
chr1	2557103	2557152	50	*	110	163	0.674846625766871	173	189	0.915343915343915	4	CG	1	9.08103098139548e-08	gain
chr1	2561553	2561602	50	*	79	95	0.831578947368421	117	118	0.991525423728814	3	CG	1	3.1534574022438e-05	gain
chr1	2564153	2564202	50	*	114	165	0.690909090909091	112	128	0.875	4	CG	1	0.000402733916536378	gain
chr1	2585053	2585102	50	*	18	131	0.137404580152672	43	134	0.32089552238806	6	CG	1	0.000689957073127953	gain
chr1	2598203	2598252	50	*	65	80	0.8125	70	71	0.985915492957746	4	CG	1	0.000610106222589266	gain
chr1	2604653	2604702	50	*	0	118	0	37	160	0.23125	4	CG	1	2.01285073524773e-09	gain
chr1	2622603	2622652	50	*	41	178	0.230337078651685	8	168	0.0476190476190476	4	CG	-1	2.95820048074222e-06	loss
chr1	2643203	2643252	50	*	131	204	0.642156862745098	171	192	0.890625	6	CG	1	2.87384771067736e-08	gain
chr1	2693003	2693052	50	*	86	138	0.623188405797101	90	115	0.782608695652174	4	CG	1	0.00736456634440744	gain
chr1	2706503	2706552	50	*	74	148	0.5	100	144	0.694444444444444	4	CG	1	0.00122665896870878	gain
chr1	2726903	2726952	50	*	124	226	0.548672566371681	57	179	0.318435754189944	6	CG	-1	1.11577349824816e-05	loss
chr1	2731403	2731452	50	*	22	113	0.194690265486726	0	149	0	4	CG	-1	1.93501261047223e-08	loss
chr1	2758903	2758952	50	*	48	145	0.331034482758621	21	128	0.1640625	4	CG	-1	0.00268446976961364	loss
chr1	2780353	2780402	50	*	115	158	0.727848101265823	168	177	0.949152542372881	4	CG	1	9.92874120602588e-08	gain
chr1	2780553	2780602	50	*	55	84	0.654761904761905	31	114	0.271929824561404	5	CG	-1	5.65885705450301e-07	loss
chr1	2851203	2851252	50	*	8	109	0.073394495412844	30	131	0.229007633587786	4	CG	1	0.00167753088701481	gain
chr1	2858453	2858502	50	*	72	142	0.507042253521127	63	177	0.355932203389831	4	CG	-1	0.00979271204753694	loss
chr1	2860253	2860302	50	*	64	126	0.507936507936508	78	113	0.690265486725664	4	CG	1	0.00652123685925708	gain
chr1	2880503	2880552	50	*	37	130	0.284615384615385	13	184	0.0706521739130435	4	CG	-1	2.10978707356318e-06	loss
chr1	2881503	2881552	50	*	171	178	0.960674157303371	159	208	0.764423076923077	4	CG	-1	7.90673650960308e-08	loss
chr1	2881953	2882052	100	*	86	223	0.385650224215247	66	329	0.200607902735562	8	CG	-1	8.62005792017355e-06	loss
chr1	2889553	2889602	50	*	75	78	0.961538461538462	68	88	0.772727272727273	4	CG	-1	0.000774426053546474	loss
chr1	2892153	2892202	50	*	60	152	0.394736842105263	78	128	0.609375	4	CG	1	0.000758443709680265	gain
chr1	2901803	2901852	50	*	77	136	0.566176470588235	88	111	0.792792792792793	3	CG	1	0.000390757179965188	gain
chr1	2929153	2929202	50	*	88	206	0.427184466019417	168	260	0.646153846153846	6	CG	1	8.45739346976138e-06	gain
chr1	3027503	3027552	50	*	131	179	0.731843575418994	169	182	0.928571428571429	4	CG	1	1.96471459952694e-06	gain
chr1	3029103	3029152	50	*	57	108	0.527777777777778	77	113	0.68141592920354	4	CG	1	0.0280429525168021	gain
chr1	3030203	3030252	50	*	129	134	0.962686567164179	125	160	0.78125	4	CG	-1	1.28006300468509e-05	loss
chr1	3074403	3074452	50	*	73	85	0.858823529411765	43	71	0.605633802816901	4	CG	-1	0.000666269611416689	loss
chr1	3103553	3103602	50	*	155	262	0.591603053435115	150	413	0.36319612590799	6	CG	-1	4.31958926186244e-08	loss
chr1	3162653	3162702	50	*	86	119	0.722689075630252	48	105	0.457142857142857	4	CG	-1	0.000141955874199616	loss
chr1	3186553	3186602	50	*	94	117	0.803418803418803	107	111	0.963963963963964	4	CG	1	0.000278507591341827	gain
chr1	3187203	3187252	50	*	125	126	0.992063492063492	111	138	0.804347826086957	4	CG	-1	5.04891074696821e-07	loss
chr1	3228553	3228602	50	*	81	138	0.58695652173913	138	173	0.797687861271676	4	CG	1	0.000127201283599276	gain
chr1	3253303	3253352	50	*	114	121	0.942148760330578	86	110	0.781818181818182	4	CG	-1	0.000651288303347789	loss
chr1	3287703	3287752	50	*	103	298	0.345637583892617	35	225	0.155555555555556	6	CG	-1	2.90862034499721e-06	loss
chr1	3295303	3295352	50	*	28	143	0.195804195804196	2	129	0.0155038759689922	4	CG	-1	2.93519625341539e-06	loss
chr1	3297353	3297402	50	*	93	115	0.808695652173913	143	149	0.959731543624161	4	CG	1	0.00017642422097483	gain
chr1	3309753	3309802	50	*	14	75	0.186666666666667	19	54	0.351851851851852	6	CG	1	0.0419168578077719	gain
chr1	3309803	3309852	50	*	55	115	0.478260869565217	31	98	0.316326530612245	8	CG	-1	0.0188003065580069	loss
chr1	3310053	3310102	50	*	33	55	0.6	85	103	0.825242718446602	6	CG	1	0.00357111649347035	gain
chr1	3310403	3310502	100	*	18	153	0.117647058823529	70	179	0.391061452513966	10	CG	1	1.17033612962719e-08	gain
chr1	3310853	3310902	50	*	62	138	0.449275362318841	88	146	0.602739726027397	6	CG	1	0.0135569657975488	gain
chr1	3352353	3352402	50	*	174	199	0.874371859296482	142	215	0.66046511627907	6	CG	-1	1.12000689763316e-06	loss
chr1	3381203	3381252	50	*	80	111	0.720720720720721	139	159	0.874213836477987	4	CG	1	0.00318051805746192	gain
chr1	3386703	3386752	50	*	22	137	0.160583941605839	1	105	0.00952380952380952	4	CG	-1	6.30676818504107e-05	loss
chr1	3437903	3437952	50	*	65	129	0.503875968992248	69	103	0.669902912621359	4	CG	1	0.012672114104531	gain
chr1	3443453	3443502	50	*	112	188	0.595744680851064	105	252	0.416666666666667	8	CG	-1	0.000420764823369308	loss
chr1	3455253	3455302	50	*	86	142	0.605633802816901	123	157	0.78343949044586	4	CG	1	0.00144212071286011	gain
